withdrawal,tax,average_rate,marginal_rate,statutory_rate
0.08125,0.0,0.0,0.0,0.0
0.0825,0.0,0.0,0.0,0.0
0.08375,0.0,0.0,0.0,0.0
0.085,0.0,0.0,0.0,0.0
0.08625000000000001,0.0,0.0,0.0,0.0
0.08750000000000001,0.0,0.0,0.0,0.0
0.08875,0.0,0.0,0.0,0.0
0.09,0.0,0.0,0.0,0.0
0.09125,0.0,0.0,0.0,0.0
0.0925,0.0,0.0,0.0,0.0
0.09375,0.0,0.0,0.0,0.0
0.095,0.0,0.0,0.0,0.0
0.09625,0.0,0.0,0.0,0.0
0.0975,0.0,0.0,0.0,0.0
0.09875,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0
0.10125,0.0,0.0,0.0,0.0
0.10250000000000001,0.0,0.0,0.0,0.0
0.10375000000000001,0.0,0.0,0.0,0.0
0.105,0.0,0.0,0.0,0.0
0.10625,0.0,0.0,0.0,0.0
0.1075,0.0,0.0,0.0,0.0
0.10875,0.0,0.0,0.0,0.0
0.11,0.0,0.0,0.0,0.0
0.11125,0.0,0.0,0.0,0.0
0.1125,0.0,0.0,0.0,0.0
0.11375,0.0,0.0,0.0,0.0
0.115,0.0,0.0,0.0,0.0
0.11625,0.0,0.0,0.0,0.0
0.11750000000000001,0.0,0.0,0.0,0.0
0.11875000000000001,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0
0.12125,0.0,0.0,0.0,0.0
0.1225,0.0,0.0,0.0,0.0
0.12375,0.0,0.0,0.0,0.0
0.125,0.0,0.0,0.0,0.0
0.12625,0.0,0.0,0.0,0.0
0.1275,0.0,0.0,0.0,0.0
0.12875,0.0,0.0,0.0,0.0
0.13,0.0,0.0,0.0,0.0
0.13125,0.0,0.0,0.0,0.0
0.1325,0.0,0.0,0.0,0.0
0.13375,0.0,0.0,0.0,0.0
0.135,0.0,0.0,0.0,0.0
0.13625,0.0,0.0,0.0,0.0
0.1375,0.0,0.0,0.0,0.0
0.13875,0.0,0.0,0.0,0.0
0.14,0.0,0.0,0.0,0.0
0.14125000000000001,0.0,0.0,0.0,0.0
0.14250000000000002,0.0,0.0,0.0,0.0
0.14375000000000002,0.0,0.0,0.0,0.0
0.145,0.0,0.0,0.0,0.0
0.14625,0.0,0.0,0.0,0.0
0.1475,0.0,0.0,0.0,0.0
0.14875,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0
0.15125,0.0,0.0,0.0,0.0
0.1525,0.0,0.0,0.0,0.0
0.15375,0.0,0.0,0.0,0.0
0.155,0.0,0.0,0.0,0.0
0.15625,0.0,0.0,0.0,0.0
0.1575,0.0,0.0,0.0,0.0
0.15875,0.0,0.0,0.0,0.0
0.16,0.0,0.0,0.0,0.0
0.16125,0.0,0.0,0.0,0.0
0.1625,0.0,0.0,0.0,0.0
0.16375,0.0,0.0,0.0,0.0
0.165,0.0,0.0,0.0,0.0
0.16625,0.0,0.0,0.0,0.0
0.1675,0.0,0.0,0.0,0.0
0.16875,0.0,0.0,0.0,0.0
0.17,0.0,0.0,0.0,0.0
0.17125,0.0,0.0,0.0,0.0
0.17250000000000001,0.0,0.0,0.0,0.0
0.17375000000000002,0.0,0.0,0.0,0.0
0.17500000000000002,0.0,0.0,0.0,0.0
0.17625,0.0,0.0,0.0,0.0
0.1775,0.0,0.0,0.0,0.0
0.17875,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0
0.18125,0.0,0.0,0.0,0.0
0.1825,0.0,0.0,0.0,0.0
0.18375,0.0,0.0,0.0,0.0
0.185,0.0,0.0,0.0,0.0
0.18625,0.0,0.0,0.0,0.0
0.1875,0.0,0.0,0.0,0.0
0.18875,0.0,0.0,0.0,0.0
0.19,0.0,0.0,0.0,0.0
0.19125,0.0,0.0,0.0,0.0
0.1925,0.0,0.0,0.0,0.0
0.19375,0.0,0.0,0.0,0.0
0.195,0.0,0.0,0.0,0.0
0.19625,0.0,0.0,0.0,0.0
0.1975,0.0,0.0,0.0,0.0
0.19875,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0
0.20125,0.0,0.0,0.0,0.0
0.2025,0.0,0.0,0.0,0.0
0.20375000000000001,0.0,0.0,0.0,0.0
0.20500000000000002,0.0,0.0,0.0,0.0
0.20625000000000002,0.0,0.0,0.0,0.0
0.20750000000000002,0.0,0.0,0.0,0.0
0.20875,0.0,0.0,0.0,0.0
0.21,0.0,0.0,0.0,0.0
0.21125,0.0,0.0,0.0,0.0
0.2125,0.0,0.0,0.0,0.0
0.21375,0.0,0.0,0.0,0.0
0.215,0.0,0.0,0.0,0.0
0.21625,0.0,0.0,0.0,0.0
0.2175,0.0,0.0,0.0,0.0
0.21875,0.0,0.0,0.0,0.0
0.22,0.0,0.0,0.0,0.0
0.22125,0.0,0.0,0.0,0.0
0.2225,0.0,0.0,0.0,0.0
0.22375,0.0,0.0,0.0,0.0
0.225,0.0,0.0,0.0,0.0
0.22625,0.0,0.0,0.0,0.0
0.2275,0.0,0.0,0.0,0.0
0.22875,0.0,0.0,0.0,0.0
0.23,0.0,0.0,0.0,0.0
0.23125,0.0,0.0,0.0,0.0
0.2325,0.0,0.0,0.0,0.0
0.23375,0.0,0.0,0.0,0.0
0.23500000000000001,0.0,0.0,0.0,0.0
0.23625000000000002,0.0,0.0,0.0,0.0
0.23750000000000002,0.0,0.0,0.0,0.0
0.23875000000000002,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.0,0.0
0.24125,0.0,0.0,0.0,0.0
0.2425,0.0,0.0,0.0,0.0
0.24375,0.0,0.0,0.0,0.0
0.245,0.0,0.0,0.0,0.0
0.24625,0.0,0.0,0.0,0.0
0.2475,0.0,0.0,0.0,0.0
0.24875,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0
0.25125000000000003,0.0,0.0,0.0,0.0
0.2525,0.0,0.0,0.0,0.0
0.25375000000000003,0.0,0.0,0.0,0.0
0.255,0.0,0.0,0.0,0.0
0.25625,0.0,0.0,0.0,0.0
0.2575,0.0,0.0,0.0,0.0
0.25875,0.0,0.0,0.0,0.0
0.26,0.0,0.0,0.0,0.0
0.26125,0.0,0.0,0.0,0.0
0.2625,0.0,0.0,0.0,0.0
0.26375,0.0,0.0,0.0,0.0
0.265,0.0,0.0,0.0,0.0
0.26625,0.0,0.0,0.0,0.0
0.2675,0.0,0.0,0.0,0.0
0.26875,0.0,0.0,0.0,0.0
0.27,0.0,0.0,0.0,0.0
0.27125,0.0,0.0,0.0,0.0
0.2725,0.0,0.0,0.0,0.0
0.27375,0.0,0.0,0.0,0.0
0.275,0.0,0.0,0.0,0.0
0.27625,0.0,0.0,0.0,0.0
0.2775,0.0,0.0,0.0,0.0
0.27875,0.0,0.0,0.0,0.0
0.28,0.0,0.0,0.0,0.0
0.28125,0.0,0.0,0.0,0.0
0.28250000000000003,0.0,0.0,0.0,0.0
0.28375,0.0,0.0,0.0,0.0
0.28500000000000003,0.0,0.0,0.0,0.0
0.28625,0.0,0.0,0.0,0.0
0.28750000000000003,0.0,0.0,0.0,0.0
0.28875,0.0,0.0,0.0,0.0
0.29,0.0,0.0,0.0,0.0
0.29125,0.0,0.0,0.0,0.0
0.2925,0.0,0.0,0.0,0.0
0.29375,0.0,0.0,0.0,0.0
0.295,0.0,0.0,0.0,0.0
0.29625,0.0,0.0,0.0,0.0
0.2975,0.0,0.0,0.0,0.0
0.29875,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0
0.30125,0.0,0.0,0.0,0.0
0.3025,0.0,0.0,0.0,0.0
0.30375,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0
0.30625,0.0,0.0,0.0,0.0
0.3075,0.0,0.0,0.0,0.0
0.30875,0.0,0.0,0.0,0.0
0.31,0.0,0.0,0.0,0.0
0.31125,0.0,0.0,0.0,0.0
0.3125,0.0,0.0,0.0,0.0
0.31375000000000003,0.0,0.0,0.0,0.0
0.315,0.0,0.0,0.0,0.0
0.31625000000000003,0.0,0.0,0.0,0.0
0.3175,0.0,0.0,0.0,0.0
0.31875000000000003,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.0,0.0
0.32125,0.0,0.0,0.0,0.0
0.3225,0.0,0.0,0.0,0.0
0.32375,0.0,0.0,0.0,0.0
0.325,0.0,0.0,0.0,0.0
0.32625,0.0,0.0,0.0,0.0
0.3275,0.0,0.0,0.0,0.0
0.32875,0.0,0.0,0.0,0.0
0.33,0.0,0.0,0.0,0.0
0.33125,0.0,0.0,0.0,0.0
0.3325,0.0,0.0,0.0,0.0
0.33375,0.0,0.0,0.0,0.0
0.335,0.0,0.0,0.0,0.0
0.33625,0.0,0.0,0.0,0.0
0.3375,0.0,0.0,0.0,0.0
0.33875,0.0,0.0,0.0,0.0
0.34,0.0,0.0,0.0,0.0
0.34125,0.0,0.0,0.0,0.0
0.3425,0.0,0.0,0.0,0.0
0.34375,0.0,0.0,0.0,0.0
0.34500000000000003,0.0,0.0,0.0,0.0
0.34625,0.0,0.0,0.0,0.0
0.34750000000000003,0.0,0.0,0.0,0.0
0.34875,0.0,0.0,0.0,0.0
0.35000000000000003,0.0,0.0,0.0,0.0
0.35125,0.0,0.0,0.0,0.0
0.3525,0.0,0.0,0.0,0.0
0.35375,0.0,0.0,0.0,0.0
0.355,0.0,0.0,0.0,0.0
0.35625,0.0,0.0,0.0,0.0
0.3575,0.0,0.0,0.0,0.0
0.35875,0.0,0.0,0.0,0.0
0.36,0.0,0.0,0.0,0.0
0.36125,0.0,0.0,0.0,0.0
0.3625,0.0,0.0,0.0,0.0
0.36375,0.0,0.0,0.0,0.0
0.365,0.0,0.0,0.0,0.0
0.36625,0.0,0.0,0.0,0.0
0.3675,0.0,0.0,0.0,0.0
0.36875,0.0,0.0,0.0,0.0
0.37,0.0,0.0,0.0,0.0
0.37125,0.0,0.0,0.0,0.0
0.3725,0.0,0.0,0.0,0.0
0.37375,0.0,0.0,0.0,0.0
0.375,0.0,0.0,0.0,0.0
0.37625000000000003,0.0,0.0,0.0,0.0
0.3775,0.0,0.0,0.0,0.0
0.37875000000000003,0.0,0.0,0.0,0.0
0.38,0.0,0.0,0.0,0.0
0.38125000000000003,0.0,0.0,0.0,0.0
0.3825,0.0,0.0,0.0,0.0
0.38375000000000004,0.0,0.0,0.0,0.0
0.385,0.0,0.0,0.0,0.0
0.38625,0.0,0.0,0.0,0.0
0.3875,0.0,0.0,0.0,0.0
0.38875,0.0,0.0,0.0,0.0
0.39,0.0,0.0,0.0,0.0
0.39125,0.0,0.0,0.0,0.0
0.3925,0.0,0.0,0.0,0.0
0.39375,0.0,0.0,0.0,0.0
0.395,0.0,0.0,0.0,0.0
0.39625,0.0,0.0,0.0,0.0
0.3975,0.0,0.0,0.0,0.0
0.39875,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0
0.40125,0.0,0.0,0.0,0.0
0.4025,0.0,0.0,0.0,0.0
0.40375,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0,0.0
0.40625,0.0,0.0,0.0,0.0
0.40750000000000003,0.0,0.0,0.0,0.0
0.40875,0.0,0.0,0.0,0.0
0.41000000000000003,0.0,0.0,0.0,0.0
0.41125,0.0,0.0,0.0,0.0
0.41250000000000003,0.0,0.0,0.0,0.0
0.41375,0.0,0.0,0.0,0.0
0.41500000000000004,0.0,0.0,0.0,0.0
0.41625,0.0,0.0,0.0,0.0
0.4175,0.0,0.0,0.0,0.0
0.41875,0.0,0.0,0.0,0.0
0.42,0.0,0.0,0.0,0.0
0.42125,0.0,0.0,0.0,0.0
0.4225,0.0,0.0,0.0,0.0
0.42375,0.0,0.0,0.0,0.0
0.425,0.0,0.0,0.0,0.0
0.42625,0.0,0.0,0.0,0.0
0.4275,0.0,0.0,0.0,0.0
0.42875,0.0,0.0,0.0,0.0
0.43,0.0,0.0,0.0,0.0
0.43125,0.0,0.0,0.0,0.0
0.4325,0.0,0.0,0.0,0.0
0.43375,0.0,0.0,0.0,0.0
0.435,0.0,0.0,0.1296442881585117,0.0
0.43625,0.00016205536019814337,0.00014780383375761542,0.15000000000000002,0.1
0.4375,0.0003495553601981394,0.00031845158856602944,0.15000000000000221,0.1
0.43875000000000003,0.0005370553601981465,0.0004887111270807206,0.15000000000000002,0.1
0.44,0.0007245553601981426,0.0006585837725595176,0.14999999999999328,0.1
0.44125000000000003,0.0009120553601981385,0.0008280708422532359,0.15000000000000896,0.1
0.4425,0.0010995553601981457,0.000997173647439696,0.14999999999999336,0.1
0.44375000000000003,0.0012870553601981418,0.0011658934934575093,0.14999999999999986,0.1
0.445,0.0014745553601981376,0.001334231679739727,0.15000000000000221,0.1
0.44625000000000004,0.0016620553601981447,0.0015021894998471686,0.15000000000000002,0.1
0.4475,0.0018495553601981408,0.0016697682415015265,0.15000000000000002,0.1
0.44875,0.002037055360198137,0.0018369691866183357,0.15000000000000221,0.1
0.45,0.002224555360198144,0.0020037936113396306,0.15000000000000022,0.1
0.45125,0.00241205536019814,0.0021702427860663827,0.1499999999999932,0.1
0.4525,0.002599555360198136,0.002336317975490807,0.16661377642491004,0.1
0.45375,0.002807822580729269,0.002520663774876515,0.18499999999999964,0.1
0.455,0.003039072580729274,0.002725205487534029,0.1849999999999992,0.1
0.45625,0.003270322580729268,0.0029292891705866315,0.185,0.1
0.4575,0.0035015725807292734,0.003132916360810044,0.18500000000000785,0.1
0.45875,0.0037328225807292783,0.003336088588112743,0.18499999999999964,0.1
0.46,0.003964072580729283,0.0035388073755743136,0.18499999999999953,0.1
0.46125,0.004195322580729278,0.0037410742394834912,0.18499999999999964,0.1
0.4625,0.0044265725807292825,0.003942890689376002,0.18499999999999883,0.1
0.46375,0.004657822580729276,0.004144258228072053,0.18500000000000033,0.1
0.465,0.004889072580729282,0.004345178351713708,0.18499999999999883,0.1
0.46625,0.0051203225807292755,0.004545652549801866,0.18499999999999964,0.1
0.4675,0.00535157258072928,0.004745682305233147,0.18499999999999953,0.1
0.46875,0.005582822580729275,0.004945269094336374,0.18499999999999964,0.1
0.47000000000000003,0.00581407258072928,0.005144414386908976,0.18500000000000785,0.1
0.47125,0.006045322580729285,0.005343119646252998,0.18499999999999062,0.1
0.47250000000000003,0.006276572580729278,0.005541386329210969,0.18499999999999953,0.1
0.47375,0.006507822580729273,0.005739215886201529,0.18499999999999964,0.1
0.47500000000000003,0.006739072580729278,0.005936609761254774,0.18499999999999883,0.1
0.47625,0.006970322580729271,0.006133569392047368,0.18500000000000866,0.1
0.47750000000000004,0.007201572580729287,0.006330096209937516,0.18499999999999953,0.1
0.47875,0.007432822580729282,0.006526191639999528,0.18499999999999883,0.1
0.48,0.0076640725807292755,0.006721857101058389,0.18499999999999964,0.1
0.48125,0.00789532258072928,0.006917094005723907,0.18499999999999883,0.1
0.4825,0.008126572580729274,0.007111903760424695,0.18500000000000033,0.1
0.48375,0.00835782258072928,0.007306287765442005,0.18499999999999883,0.1
0.485,0.008589072580729273,0.007500247414943199,0.18499999999999062,0.1
0.48625,0.008820322580729267,0.007693784097015162,0.18500000000000855,0.1
0.4875,0.009051572580729273,0.007886899193697366,0.18500000000000033,0.1
0.48875,0.009282822580729279,0.008079594081014763,0.18499999999999883,0.1
0.49,0.009514072580729272,0.008271870129010478,0.18500000000000866,0.1
0.49125,0.009745322580729288,0.008463728701778328,0.18499999999999883,0.1
0.4925,0.009976572580729282,0.008655171157494961,0.18499999999999062,0.1
0.49375,0.010207822580729276,0.008846198848452039,0.18500000000000022,0.1
0.495,0.01043907258072927,0.009036813121088005,0.18499999999999894,0.1
0.49625,0.010670322580729275,0.009227015316019728,0.18499999999999883,0.1
0.4975,0.010901572580729268,0.009416806768073918,0.18500000000000033,0.1
0.49875,0.011132822580729274,0.009606188806318406,0.18500000000000855,0.1
0.5,0.01136407258072928,0.009795162754093098,0.18499999999999883,0.1
0.50125,0.011595322580729274,0.009983729929040834,0.18500000000000044,0.1
0.5025000000000001,0.01182657258072929,0.010171891643138047,0.18499999999999883,0.1
0.50375,0.012057822580729283,0.010359649202725094,0.18499999999999883,0.1
0.505,0.012289072580729277,0.010547003908536598,0.18499999999999883,0.1
0.50625,0.01252032258072927,0.010733957055731422,0.18500000000000044,0.1
0.5075000000000001,0.012751572580729287,0.01092050993392254,0.18500000000000022,0.1
0.50875,0.012982822580729282,0.011106663827206625,0.18499999999999883,0.1
0.51,0.013214072580729276,0.011292420014193616,0.18499999999999883,0.1
0.51125,0.01344532258072927,0.011477779768035924,0.18500000000000855,0.1
0.5125,0.013676572580729275,0.011662744356457541,0.18499999999999073,0.1
0.51375,0.01390782258072928,0.011847315041782915,0.18500000000000855,0.1
0.515,0.014139072580729285,0.012031493080965705,0.18499999999999883,0.1
0.51625,0.014370322580729279,0.012215279725617272,0.18499999999999883,0.1
0.5175,0.014601572580729272,0.012398676222035086,0.18500000000000044,0.1
0.51875,0.014832822580729288,0.012581683811230863,0.18499999999999883,0.1
0.52,0.015064072580729282,0.012764303728958521,0.18500000000000022,0.1
0.52125,0.015295322580729277,0.012946537205742079,0.18499999999999883,0.1
0.5225,0.01552657258072927,0.013128385466903232,0.18499999999999905,0.1
0.52375,0.015757822580729285,0.013309849732588856,0.18500000000000022,0.1
0.525,0.01598907258072928,0.01349093121779822,0.18500000000000022,0.1
0.52625,0.016220322580729276,0.013671631132410213,0.18499999999999744,0.1
0.5275,0.016451572580729268,0.013851950681210205,0.18500000000000044,0.1
0.52875,0.016682822580729284,0.014031891063916889,0.18500000000000022,0.1
0.53,0.01691407258072928,0.014211453475208786,0.18499999999999744,0.1
0.53125,0.01714532258072927,0.014390639104750802,0.18500000000000022,0.1
0.5325,0.017376572580729267,0.014569449137220438,0.18500000000000044,0.1
0.5337500000000001,0.017607822580729283,0.014747884752333922,0.18500000000000022,0.1
0.535,0.017839072580729278,0.014925947124872097,0.18499999999999744,0.1
0.53625,0.01807032258072927,0.015103637424706278,0.18500000000000022,0.1
0.5375,0.018301572580729265,0.015280956816823855,0.18500000000000044,0.1
0.5387500000000001,0.01853282258072928,0.015457906461353725,0.18500000000000022,0.1
0.54,0.018764072580729277,0.015634487513591578,0.18500000000000577,0.1
0.54125,0.01899532258072928,0.015810701124025113,0.18500000000000022,0.1
0.5425,0.019226572580729274,0.015986548438358953,0.18500000000000044,0.1
0.5437500000000001,0.01945782258072929,0.016162030597539533,0.18500000000000022,0.1
0.545,0.019689072580729286,0.016337148737779687,0.18499999999999744,0.1
0.54625,0.019920322580729278,0.016511903990583294,0.18500000000000022,0.1
0.5475,0.020151572580729273,0.016686297482769542,0.18499999999999744,0.1
0.54875,0.020382822580729265,0.01686033033649722,0.18500000000000044,0.1
0.55,0.02061407258072928,0.01703400366928874,0.18500000000000022,0.1
0.55125,0.020845322580729277,0.017207318594054055,0.18500000000000855,0.1
0.5525,0.021076572580729282,0.01738027621911448,0.18499999999999744,0.1
0.55375,0.021307822580729274,0.017552877648226255,0.18500000000000044,0.1
0.555,0.02153907258072929,0.01772512398060411,0.18500000000000022,0.1
0.55625,0.021770322580729286,0.017897016310944463,0.18500000000000022,0.1
0.5575,0.02200157258072928,0.01806855572944877,0.18499999999999744,0.1
0.55875,0.022232822580729273,0.018239743321846448,0.18500000000000044,0.1
0.56,0.02246407258072929,0.01841058016941788,0.18500000000000022,0.1
0.56125,0.022695322580729285,0.018581067349017055,0.18499999999999744,0.1
0.5625,0.022926572580729276,0.018751205933094338,0.18500000000000022,0.1
0.56375,0.023157822580729272,0.01892099698971886,0.18500000000000044,0.1
0.5650000000000001,0.023389072580729288,0.019090441582600925,0.18500000000000022,0.1
0.56625,0.023620322580729283,0.019259540771114147,0.18499999999999744,0.1
0.5675,0.023851572580729275,0.0194282956103176,0.18500000000000022,0.1
0.56875,0.02408282258072927,0.019596707150977766,0.18500000000000044,0.1
0.5700000000000001,0.024314072580729287,0.019764776439590293,0.18499999999999744,0.1
0.57125,0.02454532258072928,0.019932504518401666,0.18500000000000022,0.1
0.5725,0.024776572580729274,0.020099892425430817,0.18500000000000022,0.1
0.57375,0.02500782258072927,0.020266941194490493,0.18500000000000044,0.1
0.5750000000000001,0.025239072580729285,0.020433651855208557,0.18499999999999744,0.1
0.57625,0.025470322580729277,0.02060002543304908,0.18500000000000022,0.1
0.5775,0.025701572580729273,0.020766062949333485,0.18500000000000855,0.1
0.57875,0.02593282258072928,0.020931765421261347,0.18499999999999744,0.1
0.58,0.02616407258072927,0.021097133861931194,0.18500000000000044,0.1
0.58125,0.026395322580729286,0.021262169280361183,0.18500000000000022,0.1
0.5825,0.026626572580729282,0.02142687268150956,0.18499999999999744,0.1
0.58375,0.026857822580729274,0.021591245066295128,0.18500000000000022,0.1
0.585,0.02708907258072927,0.021755287431617483,0.18500000000000044,0.1
0.58625,0.027320322580729285,0.021919000770377187,0.19787843008326622,0.1
0.5875,0.027567670618333363,0.022095288532156566,0.22199999999999914,0.12
0.58875,0.027845170618333356,0.02229536580631261,0.22200000000000747,0.12
0.59,0.02812267061833336,0.022495042980941952,0.22199999999999054,0.12
0.59125,0.028400170618333366,0.02269432125497936,0.22200000000001024,0.12
0.5925,0.028677670618333373,0.022893201822574087,0.22199999999999914,0.12
0.59375,0.028955170618333366,0.02309168587311372,0.22199999999999914,0.12
0.595,0.02923267061833336,0.023289774591247932,0.22199999999999886,0.12
0.5962500000000001,0.029510170618333376,0.023487469156912008,0.22199999999999914,0.12
0.5975,0.02978767061833337,0.023684770745350248,0.22199999999999914,0.12
0.59875,0.030065170618333362,0.023881680527139317,0.22199999999999914,0.12
0.6,0.030342670618333355,0.024078199668211384,0.22200000000000164,0.12
0.6012500000000001,0.030620170618333376,0.024274329329877106,0.22199999999999914,0.12
0.6025,0.03089767061833337,0.02447007066884848,0.22199999999999637,0.12
0.60375,0.03117517061833336,0.024665424837261665,0.22199999999999914,0.12
0.605,0.03145267061833335,0.02486039298269953,0.22200000000000164,0.12
0.6062500000000001,0.03173017061833337,0.025054976248214154,0.22199999999999914,0.12
0.6075,0.032007670618333366,0.025249175772349072,0.22199999999999914,0.12
0.60875,0.03228517061833336,0.025442992689161645,0.22199999999999914,0.12
0.61,0.03256267061833335,0.025636428128244994,0.22199999999999914,0.12
0.61125,0.032840170618333345,0.025829483214750024,0.22200000000000164,0.12
0.6125,0.033117670618333366,0.026022159069407205,0.22199999999999914,0.12
0.61375,0.03339517061833336,0.026214456808548232,0.22199999999999914,0.12
0.615,0.03367267061833335,0.026406377544127658,0.22200000000001024,0.12
0.61625,0.03395017061833336,0.026597922383744293,0.221999999999985,0.12
0.6175,0.03422767061833336,0.02678909243066247,0.22200000000001024,0.12
0.61875,0.034505170618333365,0.02697988878383329,0.22199999999999914,0.12
0.62,0.03478267061833336,0.02717031253791564,0.22199999999999914,0.12
0.62125,0.03506017061833335,0.027360364783297137,0.22200000000000164,0.12
0.6225,0.03533767061833337,0.02755004660611499,0.22199999999999914,0.12
0.62375,0.035615170618333365,0.027739359088276554,0.22199999999999914,0.12
0.625,0.03589267061833336,0.02792830330748007,0.22199999999999914,0.12
0.62625,0.03617017061833335,0.028116880337235004,0.22200000000000164,0.12
0.6275000000000001,0.03644767061833337,0.028305091246882436,0.2219999999999936,0.12
0.62875,0.03672517061833336,0.028492937101615184,0.2220000000000047,0.12
0.63,0.03700267061833336,0.028680418962498025,0.2220000000000047,0.12
0.63125,0.03728017061833336,0.028867537886487597,0.22199999999999054,0.12
0.6325000000000001,0.037557670618333365,0.029054294926452253,0.22200000000001024,0.12
0.63375,0.03783517061833337,0.029240691131191845,0.22199999999999914,0.12
0.635,0.038112670618333365,0.02942672754545733,0.22199999999999914,0.12
0.63625,0.03839017061833336,0.029612405209970313,0.22200000000000164,0.12
0.6375000000000001,0.03866767061833338,0.02979772516144247,0.22199999999999914,0.12
0.63875,0.03894517061833337,0.02998268843259474,0.22199999999999914,0.12
0.64,0.039222670618333365,0.03016729605217666,0.22199999999999914,0.12
0.64125,0.03950017061833336,0.03035154904498531,0.22199999999999914,0.12
0.6425,0.03977767061833335,0.030535448431884372,0.22200000000000164,0.12
0.64375,0.04005517061833337,0.030718995229822906,0.2219999999999936,0.12
0.645,0.04033267061833336,0.030902190451854116,0.2220000000000047,0.12
0.64625,0.04061017061833336,0.031085035107154043,0.2219999999999936,0.12
0.6475,0.040887670618333344,0.03126753020104002,0.22200000000000164,0.12
0.64875,0.041165170618333365,0.03144967673498917,0.22199999999999914,0.12
0.65,0.04144267061833336,0.031631475706656614,0.22199999999999914,0.12
0.65125,0.04172017061833335,0.031812928109893834,0.22199999999999914,0.12
0.6525,0.041997670618333344,0.03199403493476665,0.22200000000000164,0.12
0.65375,0.042275170618333364,0.032174797167573356,0.22199999999999914,0.12
0.655,0.04255267061833336,0.03235521579086245,0.22200000000001024,0.12
0.65625,0.042830170618333364,0.03253529178345063,0.22199999999999914,0.12
0.6575,0.04310767061833336,0.03271502612044035,0.2219999999999961,0.12
