social_security,strategy,label,cec_crra_gamma2,cec_crra_gamma5,cec_crra_gamma10,cec_ez_gamma2_psi1.5,cec_ez_gamma5_psi1.5,cec_ez_gamma10_psi1.5,prob_ruin,median_wealth_at_retirement,mean_wealth_at_retirement,median_bequest,mean_bequest,p5_bequest,prob_zero_bequest,median_retirement_consumption,mean_retirement_consumption,p1_wealth_at_retirement,p1_bequest,p1_retirement_consumption,p5_wealth_at_retirement,p5_retirement_consumption,p10_wealth_at_retirement,p10_bequest,p10_retirement_consumption,p25_wealth_at_retirement,p25_bequest,p25_retirement_consumption,p50_wealth_at_retirement,p50_bequest,p50_retirement_consumption,p75_wealth_at_retirement,p75_bequest,p75_retirement_consumption,p90_wealth_at_retirement,p90_bequest,p90_retirement_consumption,p95_wealth_at_retirement,p95_bequest,p95_retirement_consumption,p99_wealth_at_retirement,p99_bequest,p99_retirement_consumption,mean_consumption_target,mean_consumption_shortfall,prob_consumption_below_target,median_consumption_replacement_ratio,p5_consumption_replacement_ratio
flat 45% replacement,target_date_fund,Target-Date Fund (glide path),1.1825805613037104,0.8318804389986725,0.507831825271079,1.2860373353135202,0.9364217167876022,0.6316973468956213,0.22082,15.987709960224779,21.077555601567862,9.334324628536438,35.37032603984556,0.0,0.23822,1.2790247589411936,1.4924780505210822,2.3312296940432082,0.0,0.4081683414024402,4.416982201636415,0.5666737198494475,6.0724503600891255,0.0,0.6799415401469127,9.832887571360288,0.3278619066455664,0.9169661362855588,15.987709960224779,9.334324628536438,1.2790247589411936,25.454941430027052,30.16522921378104,1.7904365220326788,39.647699178258534,73.40010135962629,2.489398731737015,53.2156546345036,128.81678723562504,3.088221940628186,102.07778187507458,455.6913923337868,4.977482026824748,1.075741161498871,0.03161383669551897,0.231,1.2403708034122785,0.8049037627712669
flat 45% replacement,bills_only,100% Bills (cash),0.816229504936696,0.643861683588529,0.4414844553215296,0.8318795425513983,0.67584766138484,0.49143557568771123,0.57972,6.285229027846699,7.12501760709177,0.0,1.2629513314249359,0.0,0.61956,0.8558671057367382,0.9375606454785199,0.9528913820491977,0.0,0.3412801252764587,2.006425612439432,0.4412263975113588,2.7572160318083108,0.0,0.5098796910484346,4.216834026940628,0.0,0.6486259560953411,6.285229027846699,0.0,0.8558671057367382,9.050193412633572,1.0023978823788233,1.134608508724155,12.458337196904633,3.8375961683534805,1.4645372390055924,14.940992285889086,6.694034752286761,1.7101285763726324,21.29096577817797,15.795625028223016,2.2970751769858464,1.075741161498871,0.1493971244882642,0.8731,0.8608676877783763,0.7047177229664078
flat 25% replacement,balanced_all_equity,50/50 Domestic/International Equity,0.99853967785981,0.5764550109697589,0.31501728346163216,1.1997570958112307,0.7451355137619088,0.44849640214774805,0.14448,20.07978708978618,28.077218070225502,36.915879985987075,177.05815415315686,0.0,0.15308,1.1476351249592813,1.4642674346216904,2.6873696789212733,0.0,0.257983286306279,5.0659178183957945,0.40404233171750403,7.035498552549397,0.0,0.5168513158818352,11.766029836601142,7.167810486518147,0.7608195670885096,20.07978708978618,36.915879985987075,1.1476351249592813,33.55369986712904,112.43918852535752,1.743527865812434,54.466807838331654,280.2757343132426,2.628007777848346,75.29848608855988,496.8240925572417,3.4710497007970504,149.3909725228749,2657.039834017374,6.375765766376083,1.075741161498871,0.11361274559308673,0.40916,1.118235930321456,0.5522331074465241
flat 25% replacement,domestic_equity,100% Domestic Equity,0.7987178268961526,0.46601354655367616,0.2732564942157005,0.924707985584673,0.5720793200831275,0.35924340100787766,0.28052,15.108063489633508,34.79101091688022,12.57720887751137,2349.902259476053,0.0,0.29232,0.9185363516477669,1.685559313127698,1.0778279668581936,0.0,0.21423774208823476,2.77330293997912,0.30710333542068974,4.265057818531017,0.0,0.3834272724703822,8.018693736533397,0.0,0.5785494450365656,15.108063489633508,12.57720887751137,0.9185363516477669,28.356738937573702,64.14378957909919,1.493835926934644,52.16465545939455,212.1470060850556,2.4528260537733284,80.78125090733201,478.4071166573387,3.5589199178881543,448.91265266005485,38191.92991055384,17.806939921001298,1.075741161498871,0.2026479155546704,0.57894,0.892290116042427,0.4460971447279412
flat 25% replacement,international_equity,100% International Equity,1.0822713153414865,0.5968874040247228,0.32031740397694936,1.3338439136321059,0.786080546416856,0.45097471364464825,0.11556,23.035540431490276,30.15229022351887,55.6762165787637,139.04304690395756,0.0,0.12194,1.2702608185845536,1.5497888197578293,2.7501892646303143,0.0,0.2667211269465293,5.686238170261025,0.43183101604605795,7.988652904866822,0.0,0.5611637467507959,13.66677526047373,14.341383377747583,0.8383951284285873,23.035540431490276,55.6762165787637,1.2702608185845536,37.837935050006806,149.65540769049161,1.9132875759747243,59.073372819766924,332.3766881585456,2.8112569825722775,78.21159458990947,533.988841196949,3.589819699955281,131.10497507722405,1277.353049238504,5.717523978642834,1.075741161498871,0.09022475898546005,0.33046,1.2406632535789268,0.5690907974549332
flat 25% replacement,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.7777296661956455,0.4865206405912326,0.2797502370531903,0.875668262969924,0.5827108108818579,0.3710574403810384,0.23874,13.276144452025072,19.655086165845848,9.927647323925871,139.97991533473245,0.0,0.25256,0.8706139646389857,1.1269223150076484,1.4513477131512074,0.0,0.22615922050242465,3.2012814697090786,0.3281743890880314,4.599342107070248,0.0,0.4072119017535619,7.8819976150358775,0.0,0.5894418192157866,13.276144452025072,9.927647323925871,0.8706139646389857,21.91881417228435,36.358407167249396,1.291877287616403,35.7753962264165,102.11857632889,1.9043552794476426,50.93902099983887,207.0187140958172,2.547753016521622,142.21569584197516,3991.5856804884825,6.0736250005179455,1.075741161498871,0.21013255277912693,0.6519,0.8481381247833382,0.4638472021421086
flat 25% replacement,target_date_fund,Target-Date Fund (glide path),0.8684831236193885,0.5291416375717904,0.2874367210742714,0.9687305998239463,0.6537516050770666,0.4165316408196494,0.22082,15.987709960224779,21.077555601567862,9.334324628536438,35.37032603984556,0.0,0.23822,0.9817779877162396,1.1851234329499756,2.3312296940432082,0.0,0.2391838045740794,4.416982201636415,0.3629254797552449,6.0724503600891255,0.0,0.4606223673222985,9.832887571360288,0.3278619066455664,0.6682322290003349,15.987709960224779,9.334324628536438,0.9817779877162396,25.454941430027052,30.16522921378104,1.430280807916076,39.647699178258534,73.40010135962629,2.0618568252430305,53.2156546345036,128.81678723562504,2.6287969047089867,102.07778187507458,455.6913923337868,4.534963187041977,1.075741161498871,0.15655984235634562,0.5456,0.9546565176979929,0.5191894770569808
flat 25% replacement,bills_only,100% Bills (cash),0.5400345986725701,0.39946932501992366,0.2532857725259046,0.5608060016612978,0.44336390490118854,0.30874557033858413,0.57972,6.285229027846699,7.12501760709177,0.0,1.2629513314249359,0.0,0.61956,0.5722644786154629,0.6302060279074138,0.9528913820491977,0.0,0.1986570941002159,2.006425612439432,0.2668216009549035,2.7572160318083108,0.0,0.31585562047216365,4.216834026940628,0.0,0.4188763980535492,6.285229027846699,0.0,0.5722644786154629,9.050193412633572,1.0023978823788233,0.7738144004968406,12.458337196904633,3.8375961683534805,1.0131491234050505,14.940992285889086,6.694034752286761,1.193030543169158,21.29096577817797,15.795625028223016,1.6199711647746076,1.075741161498871,0.4459710914893172,0.99534,0.5751534020640905,0.4190034372521222
flat 10% replacement,balanced_all_equity,50/50 Domestic/International Equity,0.7009618766516631,0.2643891222710695,0.12721146929915306,0.9006380459168668,0.46536377519765426,0.24231436591242314,0.14448,20.07978708978618,28.077218070225502,36.915879985987075,177.05815415315686,0.0,0.15308,0.9245552585431598,1.2337514714433606,2.6873696789212733,0.0,0.10796583238941909,5.0659178183957945,0.22417004861580306,7.035498552549397,0.0,0.3416900343440244,11.766029836601142,7.167810486518147,0.5661353834450364,20.07978708978618,36.915879985987075,0.9245552585431598,33.55369986712904,112.43918852535752,1.4822765140132743,54.466807838331654,280.2757343132426,2.3376628998910074,75.29848608855988,496.8240925572417,3.16585711442356,149.3909725228749,2657.039834017374,6.130085814688771,1.075741161498871,0.23078872439659762,0.56536,0.9039502160357412,0.3379473931608099
flat 10% replacement,domestic_equity,100% Domestic Equity,0.4969993443414262,0.20673320481280696,0.11064505085344495,0.6261827161477211,0.31508353764969055,0.17844807937071056,0.28052,15.108063489633508,34.79101091688022,12.57720887751137,2349.902259476053,0.0,0.29232,0.6931279268715222,1.4550433499493676,1.0778279668581936,0.0,0.08803511271024544,2.77330293997912,0.13500472842678599,4.265057818531017,0.0,0.19185509392972386,8.018693736533397,0.0,0.3769175063650212,15.108063489633508,12.57720887751137,0.6931279268715222,28.356738937573702,64.14378957909919,1.2319662683138228,52.16465545939455,212.1470060850556,2.1585218937759265,80.78125090733201,478.4071166573387,3.258621775066782,448.91265266005485,38191.92991055384,17.551402219592955,1.075741161498871,0.35338188001289017,0.69698,0.6780044017567126,0.23181143044222693
flat 10% replacement,international_equity,100% International Equity,0.7734348731176515,0.2707881790268226,0.12935254344552474,1.0189819691148665,0.48428415976567957,0.24309372251236064,0.11556,23.035540431490276,30.15229022351887,55.6762165787637,139.04304690395756,0.0,0.12194,1.0441169983333516,1.3192728565795007,2.7501892646303143,0.0,0.11185268611978882,5.686238170261025,0.2464261190038387,7.988652904866822,0.0,0.3816201298533799,13.66677526047373,14.341383377747583,0.6448005612735149,23.035540431490276,55.6762165787637,1.0441169983333516,37.837935050006806,149.65540769049161,1.6528417285263335,59.073372819766924,332.3766881585456,2.518124926146663,78.21159458990947,533.988841196949,3.2868667603955757,131.10497507722405,1277.353049238504,5.3639010382893675,1.075741161498871,0.188441407010205,0.4829,1.0263775392932122,0.35480508316921877
flat 10% replacement,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.5032942724165124,0.22255673285563307,0.11328231893071725,0.6051303060190878,0.3356637613788181,0.18907610458080337,0.23874,13.276144452025072,19.655086165845848,9.927647323925871,139.97991533473245,0.0,0.25256,0.6471596354272914,0.8964063518293192,1.4513477131512074,0.0,0.09384443306401839,3.2012814697090786,0.15287980912794685,4.599342107070248,0.0,0.22586342713917743,7.8819976150358775,0.0,0.39852435071876324,13.276144452025072,9.927647323925871,0.6471596354272914,21.91881417228435,36.358407167249396,1.0228770843916681,35.7753962264165,102.11857632889,1.5962226420374628,50.93902099983887,207.0187140958172,2.2077980353524778,142.21569584197516,3991.5856804884825,5.823421445422844,1.075741161498871,0.38062239629193895,0.7881,0.6338524104976235,0.2495614878563944
flat 10% replacement,target_date_fund,Target-Date Fund (glide path),0.5892590743979021,0.24033255584117053,0.11579555000734662,0.7036054651579787,0.4045964843784628,0.22989388783949788,0.22082,15.987709960224779,21.077555601567862,9.334324628536438,35.37032603984556,0.0,0.23822,0.7586739391626932,0.9546074697716461,2.3312296940432082,0.0,0.09806830872297798,4.416982201636415,0.18048729865704413,6.0724503600891255,0.0,0.28111377984854624,9.832887571360288,0.3278619066455664,0.4799783999997941,15.987709960224779,9.334324628536438,0.7586739391626932,25.454941430027052,30.16522921378104,1.166035351735344,39.647699178258534,73.40010135962629,1.7581921457027552,53.2156546345036,128.81678723562504,2.3048077660771447,102.07778187507458,455.6913923337868,4.2426649523592594,1.075741161498871,0.3077091295960646,0.7151,0.7403708034122782,0.30490376277126635
flat 10% replacement,bills_only,100% Bills (cash),0.31414756178537123,0.18522526244391666,0.10332221370108327,0.3458973781087923,0.25009939647874735,0.15630756341692853,0.57972,6.285229027846699,7.12501760709177,0.0,1.2629513314249359,0.0,0.61956,0.3611158464271217,0.39969006472908436,0.9528913820491977,0.0,0.0822676600139139,2.006425612439432,0.1173514703612675,2.7572160318083108,0.0,0.1506465029186701,4.216834026940628,0.0,0.2384275508093898,6.285229027846699,0.0,0.3611158464271217,9.050193412633572,1.0023978823788233,0.5108748383323287,12.458337196904633,3.8375961683534805,0.6874227759244864,14.940992285889086,6.694034752286761,0.8161422499986911,21.29096577817797,15.795625028223016,1.1275615183324472,1.075741161498871,0.6761136987407169,0.9994,0.3608676877783762,0.2047177229664078
